scenario,timestamp,is_entry,status,reason,requested_quantity,unfilled_quantity,explanation
fixed-5bps,2025-09-19T14:18:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:19:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:20:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:21:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:22:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:23:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:24:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:25:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:26:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:27:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:28:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:29:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:30:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:31:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:32:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:33:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:34:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:35:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:36:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:37:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:38:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:39:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:40:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:41:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:42:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:43:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:44:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:45:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:46:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:47:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:48:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:49:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:50:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:51:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:52:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:53:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:54:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:55:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:56:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:57:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:58:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
fixed-5bps,2025-09-19T14:59:00-04:00,True,rejected,buying_power,10,10,insufficient portfolio buying power
