symbol,direction,entry_timestamp,entry_price,exit_timestamp,exit_price,quantity,stop_price,take_profit_price,fees,slippage,realized_pnl,exit_reason
QQQ,long,2025-06-17T09:35:00-04:00,532.19,2025-06-17T09:42:00-04:00,531.49,46,531.49,539.1900000000005,0.046,0.0,-32.24600000000209,STOP_LOSS
QQQ,short,2025-06-18T09:35:00-04:00,528.6,2025-06-18T09:48:00-04:00,530.15,46,530.15,513.1000000000005,0.046,0.0,-71.34599999999791,STOP_LOSS
QQQ,long,2025-06-20T09:35:00-04:00,532.64,2025-06-20T09:51:00-04:00,531.4,45,531.4,545.0400000000001,0.045,0.0,-55.84500000000041,STOP_LOSS
QQQ,short,2025-06-23T09:35:00-04:00,524.75,2025-06-23T09:42:00-04:00,526.84,46,526.84,503.8499999999997,0.046,0.0,-96.18600000000147,STOP_LOSS
QQQ,long,2025-06-24T09:35:00-04:00,537.1,2025-06-24T15:59:00-04:00,539.735,45,536.27,545.4000000000004,0.045,0.0,118.52999999999959,END_OF_DAY
QQQ,long,2025-06-25T09:35:00-04:00,542.51,2025-06-25T09:50:00-04:00,541.94,45,541.94,548.2099999999994,0.045,0.0,-25.694999999997137,STOP_LOSS
QQQ,short,2025-06-26T09:35:00-04:00,542.95,2025-06-26T10:00:00-04:00,543.7,44,543.7,535.45,0.044,0.0,-33.044,STOP_LOSS
QQQ,long,2025-06-27T09:35:00-04:00,547.49,2025-06-27T14:19:00-04:00,546.74,44,546.74,554.99,0.044,0.0,-33.044,STOP_LOSS
QQQ,short,2025-06-30T09:35:00-04:00,550.15,2025-06-30T15:21:00-04:00,551.31,44,551.31,538.5500000000003,0.044,0.0,-51.083999999998596,STOP_LOSS
QQQ,short,2025-07-01T09:35:00-04:00,549.73,2025-07-01T09:49:00-04:00,550.15,44,550.15,545.5300000000004,0.044,0.0,-18.5239999999982,STOP_LOSS
QQQ,long,2025-07-02T09:35:00-04:00,546.54,2025-07-02T11:06:00-04:00,550.7399999999996,44,546.12,550.7399999999996,0.044,0.0,184.75599999998198,TAKE_PROFIT
QQQ,long,2025-07-03T09:35:00-04:00,553.98,2025-07-03T12:59:00-04:00,556.16,44,553.18,561.9800000000007,0.044,0.0,95.8759999999978,END_OF_DAY
QQQ,short,2025-07-07T09:35:00-04:00,553.13,2025-07-07T09:52:00-04:00,554.27,44,554.27,541.7300000000001,0.044,0.0,-50.2039999999994,STOP_LOSS
QQQ,short,2025-07-08T09:35:00-04:00,552.57,2025-07-08T12:23:00-04:00,553.55,44,553.55,542.770000000001,0.044,0.0,-43.163999999995795,STOP_LOSS
QQQ,long,2025-07-09T09:35:00-04:00,555.59,2025-07-09T10:36:00-04:00,554.46,44,554.46,566.89,0.044,0.0,-49.7639999999998,STOP_LOSS
QQQ,short,2025-07-10T09:35:00-04:00,555.95,2025-07-10T15:59:00-04:00,555.47,43,557.3,542.450000000001,0.043000000000000003,0.0,20.597000000000783,END_OF_DAY
QQQ,long,2025-07-11T09:35:00-04:00,553.6625,2025-07-11T09:37:00-04:00,553.18,44,553.18,558.4875000000008,0.044,0.0,-21.274000000003202,STOP_LOSS
QQQ,short,2025-07-14T09:35:00-04:00,553.83,2025-07-14T10:21:00-04:00,554.87,44,554.87,543.4300000000004,0.044,0.0,-45.803999999998396,STOP_LOSS
QQQ,short,2025-07-15T09:35:00-04:00,559.35,2025-07-15T15:59:00-04:00,556.7,43,560.8,544.8500000000007,0.043000000000000003,0.0,113.90699999999902,END_OF_DAY
QQQ,short,2025-07-16T09:35:00-04:00,556.17,2025-07-16T15:40:00-04:00,557.67,44,557.67,541.17,0.044,0.0,-66.044,STOP_LOSS
QQQ,short,2025-07-17T09:35:00-04:00,557.65,2025-07-17T09:42:00-04:00,558.425,43,558.425,549.9000000000002,0.043000000000000003,0.0,-33.36799999999902,STOP_LOSS
QQQ,short,2025-07-18T09:35:00-04:00,562.91,2025-07-18T15:59:00-04:00,561.26,43,563.32,558.8099999999991,0.043000000000000003,0.0,70.90699999999902,END_OF_DAY
QQQ,long,2025-07-21T09:35:00-04:00,563.15,2025-07-21T15:59:00-04:00,564.16,43,562.06,574.0500000000003,0.043000000000000003,0.0,43.38699999999961,END_OF_DAY
QQQ,short,2025-07-22T09:35:00-04:00,562.96,2025-07-22T15:59:00-04:00,561.29,43,564.36,548.9600000000003,0.043000000000000003,0.0,71.76700000000312,END_OF_DAY
QQQ,short,2025-07-23T09:35:00-04:00,561.33,2025-07-23T11:54:00-04:00,562.37,43,562.37,550.9300000000004,0.043000000000000003,0.0,-44.762999999998435,STOP_LOSS
QQQ,short,2025-07-24T09:35:00-04:00,564.98,2025-07-24T09:47:00-04:00,565.72,43,565.72,557.5799999999999,0.043000000000000003,0.0,-31.86300000000039,STOP_LOSS
QQQ,long,2025-07-25T09:35:00-04:00,565.07,2025-07-25T09:37:00-04:00,564.56,43,564.56,570.1700000000011,0.043000000000000003,0.0,-21.973000000004497,STOP_LOSS
QQQ,long,2025-07-28T09:35:00-04:00,568.27,2025-07-28T11:19:00-04:00,567.54,43,567.54,575.5700000000002,0.043000000000000003,0.0,-31.43300000000078,STOP_LOSS
QQQ,long,2025-07-29T09:35:00-04:00,571.61,2025-07-29T09:49:00-04:00,570.71,42,570.71,580.6099999999998,0.042,0.0,-37.84199999999905,STOP_LOSS
QQQ,short,2025-07-30T09:35:00-04:00,568.15,2025-07-30T09:35:00-04:00,568.27,42,568.27,566.9499999999999,0.042,0.0,-5.082000000000191,STOP_LOSS
QQQ,short,2025-07-31T09:35:00-04:00,572.85,2025-07-31T15:59:00-04:00,565.0,42,574.63,555.0500000000003,0.042,0.0,329.658000000001,END_OF_DAY
QQQ,short,2025-08-01T09:35:00-04:00,557.03,2025-08-01T15:59:00-04:00,553.85,44,559.02,537.1299999999999,0.044,0.0,139.8759999999978,END_OF_DAY
QQQ,long,2025-08-04T09:35:00-04:00,559.93,2025-08-04T15:59:00-04:00,564.1,44,558.95,569.729999999999,0.044,0.0,183.4360000000032,END_OF_DAY
QQQ,short,2025-08-05T09:35:00-04:00,564.44,2025-08-05T09:38:00-04:00,565.615,44,565.615,552.6900000000005,0.044,0.0,-51.743999999997996,STOP_LOSS
QQQ,long,2025-08-06T09:35:00-04:00,562.34,2025-08-06T09:39:00-04:00,560.75,44,560.75,578.2400000000004,0.044,0.0,-70.0040000000014,STOP_LOSS
QQQ,long,2025-08-07T09:35:00-04:00,571.96,2025-08-07T09:45:00-04:00,571.2,43,571.2,579.56,0.043000000000000003,0.0,-32.72299999999961,STOP_LOSS
QQQ,long,2025-08-08T09:35:00-04:00,570.55,2025-08-08T14:00:00-04:00,574.5499999999997,43,570.15,574.5499999999997,0.043000000000000003,0.0,171.95699999999022,TAKE_PROFIT
QQQ,short,2025-08-11T09:35:00-04:00,573.97,2025-08-11T09:43:00-04:00,575.04,43,575.04,563.2700000000007,0.043000000000000003,0.0,-46.05299999999726,STOP_LOSS
QQQ,long,2025-08-12T09:35:00-04:00,576.29,2025-08-12T09:48:00-04:00,574.61,43,574.61,593.0899999999995,0.043000000000000003,0.0,-72.28299999999786,STOP_LOSS
QQQ,long,2025-08-13T09:35:00-04:00,583.1,2025-08-13T09:45:00-04:00,582.38,42,582.38,590.3000000000003,0.042,0.0,-30.282000000001148,STOP_LOSS
QQQ,long,2025-08-14T09:35:00-04:00,579.39,2025-08-14T15:59:00-04:00,579.86,43,577.91,594.1900000000002,0.043000000000000003,0.0,20.167000000001174,END_OF_DAY
